timestamp,eth_reserve,usdc_reserve,sqrt_price,tick,total_liquidity,trading_volume
2025-01-12 00:41:52.000682,11.139497338644695,73076.67036494779,80.99469578028479,87892,902.240198088819,21564.77214794798
2025-01-13 00:41:52.000682,81.37418905960004,196312.85182034195,49.11690911663401,77887,3996.8486484801692,34293.0145459819
2025-01-14 00:41:52.000682,23.004645533485377,74274.07172734191,56.821257848752225,80802,1307.1528955773188,45025.01269480432
2025-01-15 00:41:52.000682,52.18153830892667,61470.05621463488,34.32206157984263,70719,1790.9779711698986,29015.749264637143
2025-01-16 00:41:52.000682,18.54991569175506,65324.09858287113,59.34248691683143,81670,1100.7981292463007,22120.099256688816
2025-01-17 00:41:52.000682,58.181245470764594,26854.953269452075,21.484274546970827,61349,1249.9818511786095,33064.4136066112
2025-01-18 00:41:52.000682,25.740548138730112,138262.91468419967,73.28987120873808,85892,1886.5214579298524,13154.980179679838
2025-01-19 00:41:52.000682,35.46204242855302,121725.63446828972,58.588064486344535,81414,2077.6524286215504,49526.375145008824
2025-01-20 00:41:52.000682,25.679160464831753,193802.24521929713,86.87383456808412,89293,2230.84713806908,30511.485432641563
2025-01-21 00:41:52.000682,85.33214061648482,132916.037352996,39.466841575955904,73512,3367.7900750479985,18487.4096082314
2025-01-22 00:41:52.000682,20.89993979771522,186162.96001290707,94.37872810352732,90950,1972.5097355486548,14252.707795259448
2025-01-23 00:41:52.000682,57.342520158499624,51780.091057655416,30.0498990210304,68060,1723.1369403743138,29945.49128536288
2025-01-24 00:41:52.000682,29.501503851420143,102117.75039531049,58.83402247015226,81498,1735.692140497736,35033.734713837184
2025-01-25 00:41:52.000682,64.29856784730494,43689.982941455484,26.066954127799384,65216,1676.0678185588945,40898.47311915537
2025-01-26 00:41:52.000682,43.38629697671072,186805.8540353005,65.61738950300968,83680,2846.8955478140783,13768.916978864952
2025-01-27 00:41:52.000682,76.00956342260181,49545.64365453206,25.531046602556764,64801,1940.603705982441,15286.343855188597
2025-01-28 00:41:52.000682,16.195364869794886,68042.73990016636,64.81798533120596,83435,1049.7509225638933,36673.65925738795
2025-01-29 00:41:52.000682,48.1074007849185,65659.14213261992,36.94380775687036,72191,1777.2705662807434,16872.834034586547
2025-01-30 00:41:52.000682,51.94554664550347,40617.97704884452,27.963078667557735,66621,1452.5574072775032,28992.729098029387
2025-01-31 00:41:52.000682,46.069254028852455,56912.44157550354,35.14778965945209,71194,1619.2324503739717,23871.771768858736
2025-02-01 00:41:52.000682,77.30342304317854,103907.79437309345,36.66272156140857,72038,2834.15387477583,27862.77947279304
2025-02-02 00:41:52.000682,44.89817250767131,123125.27689751069,52.36719090327174,79169,2351.191170917251,21758.62385097703
2025-02-03 00:41:52.000682,31.21461179606139,63792.8216199259,45.207130038545245,76228,1411.1230145672555,47700.19077633158
2025-02-04 00:41:52.000682,67.81099336173102,156310.39725583795,48.01134584673615,77432,3255.697054500797,31357.63112154322
2025-02-05 00:41:52.000682,67.24261578876144,110418.50583211797,40.52272415497204,74040,2724.8539710667474,40203.38526283434
2025-02-06 00:41:52.000682,34.76188829069673,38599.15023255798,33.32247049174509,70128,1158.3519968040807,23922.04286742617
2025-02-07 00:41:52.000682,55.38941094645814,50285.22976908386,30.130535212782828,68114,1668.9125969375557,16353.988501631771
2025-02-08 00:41:52.000682,48.68504527835076,149792.29631927464,55.46856749774557,80320,2700.4897201529984,10308.652024272074
2025-02-09 00:41:52.000682,11.459230557470091,136611.90535634165,109.185896809528,93865,1251.1863651645194,47552.52189437069
2025-02-10 00:41:52.000682,63.37355373401027,131142.30873845832,45.49015136267774,76353,2882.872551750919,10703.62095967866
2025-02-11 00:41:52.000682,91.50257051670397,174835.05368132182,43.711691070269275,75556,3999.732094561694,11452.908851044871
2025-02-12 00:41:52.000682,76.10806350197045,125922.15297467736,40.67576544372973,74116,3095.7537393826374,43393.45679981863
2025-02-13 00:41:52.000682,47.718718419849544,63336.85383820779,36.43207083452876,71912,1738.4917296048907,33247.12397487958
2025-02-14 00:41:52.000682,22.959765630361822,190631.32268475895,91.11993585317535,90248,2092.0923714425094,48308.77433228659
2025-02-15 00:41:52.000682,26.376119325744554,199179.34863577448,86.8993853116353,89299,2292.068556313546,43558.26302738351
2025-02-16 00:41:52.000682,99.13163897665413,189174.2769276662,43.68425142675849,75543,4330.491441402811,42537.459220641205
2025-02-17 00:41:52.000682,30.82228949347182,86895.73387915903,53.09660829681581,79446,1636.5590320459348,19156.72517165396
2025-02-18 00:41:52.000682,46.4341877517954,185217.07386575255,63.15701313157492,82916,2932.6446055941574,36392.039996730855
2025-02-19 00:41:52.000682,38.616997478813516,149637.77318094045,62.24885485171808,82626,2403.8638708678254,33189.84052122095
2025-02-20 00:41:52.000682,25.17574844963746,146917.95387677086,76.39171153353986,86721,1923.2185132056684,48791.21350683778
2025-02-21 00:41:52.000682,14.556411492267681,56365.25677615756,62.226959732828035,82619,905.8012317838162,43738.98449375025
2025-02-22 00:41:52.000682,99.15448257420427,94805.42497234841,30.9214903898581,68632,3066.0043800296094,30919.973930361408
2025-02-23 00:41:52.000682,79.91325002836679,73997.44724767448,30.429791181712112,68311,2431.743511015151,31128.132212923407
2025-02-24 00:41:52.000682,20.76819971973636,132566.67521165957,79.89466063161909,87618,1659.2682685380232,17812.12221068083
2025-02-25 00:41:52.000682,93.56607133453217,155366.8223010503,40.74928044313978,74152,3812.7500807736737,25480.08484551247
2025-02-26 00:41:52.000682,98.18629948609097,162935.4938351296,40.736377302182476,74146,3999.754141770487,36177.23966027281
2025-02-27 00:41:52.000682,44.91156822563119,82108.5254786506,42.75776701486402,75114,1920.3183704637086,36814.14745678747
2025-02-28 00:41:52.000682,51.322126259027016,170590.79792791017,57.65347378847219,81093,2958.8988610434744,12976.045635174461
2025-03-01 00:41:52.000682,64.17422278625699,170929.50459236355,51.60932846751232,78877,3311.9885429232504,28435.05329954969
2025-03-02 00:41:52.000682,34.15913798827693,71432.31408858433,45.72923208107438,76458,1562.0711487553601,27619.91728339471
2025-03-03 00:41:52.000682,64.87335035380076,165933.61967642076,50.574783203127865,78472,3280.955629804032,34456.11992890114
2025-03-04 00:41:52.000682,66.41369921795845,73280.64274399327,33.21741248340504,70064,2206.091241471721,23532.36599767136
2025-03-05 00:41:52.000682,25.093078790185412,182261.63508548177,85.22571548520627,88910,2138.575593620206,13414.502525301066
2025-03-06 00:41:52.000682,38.74707838893901,40629.77786136078,32.38193101572971,69555,1254.7052194516946,35117.61883349954
2025-03-07 00:41:52.000682,83.51608921825813,148506.77751476626,42.1684912255614,74837,3521.747475393321,37714.248073562645
2025-03-08 00:41:52.000682,55.75846064841785,55250.831666630635,31.47849947266128,68989,1755.192674117626,47152.3863910565
2025-03-09 00:41:52.000682,15.392841260450034,73292.42975112464,69.00334822383287,84687,1062.157585649016,32561.449692341506
2025-03-10 00:41:52.000682,18.81408381022243,74753.08083179365,63.03373054981834,82877,1185.9218894352603,40442.72276843971
2025-03-11 00:41:52.000682,94.77834660921899,199760.688281129,45.9092765120713,76537,4351.2053218395695,45256.977701659256
2025-03-12 00:41:52.000682,79.60111203407722,60412.62102971461,27.548900574610425,66322,2192.923121055219,38416.9760359245
2025-03-13 00:41:52.000682,90.63709183194457,75979.78783732321,28.95316578270571,67316,2624.2307458726127,40250.12822964626
2025-03-14 00:41:52.000682,79.94878647149407,173933.91473093262,46.642970153112564,76854,3729.048861167468,31462.554148937354
2025-03-15 00:41:52.000682,30.34899097102506,97545.22489823174,56.69318797672961,80757,1720.5810500243933,25652.960440794934
2025-03-16 00:41:52.000682,70.99084736453011,184390.72899769276,50.96456956778379,78626,3618.0179791855157,48078.202147871794
2025-03-17 00:41:52.000682,77.58852348441636,161639.00095918565,45.643016116875266,76420,3541.374227883771,11561.647089365237
2025-03-18 00:41:52.000682,78.1559023871905,137674.40242674397,41.97065134932116,74743,3280.2541299843497,26151.626466669506
2025-03-19 00:41:52.000682,93.74616278631451,53064.22626300901,23.79162839555413,63389,2230.3738685211206,45123.35123754955
2025-03-20 00:41:52.000682,94.56418786751587,163863.7441419104,41.62728518899477,74578,3936.450417026762,11148.669236193624
2025-03-21 00:41:52.000682,70.19587050423038,191009.75309621677,52.16413251997486,79091,3661.706691337668,28769.94974844154
2025-03-22 00:41:52.000682,82.62831372568299,183503.7515651473,47.12572328605083,77060,3893.9190482295317,32868.94964151952
2025-03-23 00:41:52.000682,97.25455247008905,98194.10795307395,31.775159899810664,69177,3090.278955721606,27898.06988609305
2025-03-24 00:41:52.000682,21.022393392669784,191344.49055099528,95.40406982235122,91166,2005.6218870672033,22270.130025591752
2025-03-25 00:41:52.000682,24.581625308454935,143456.1249141933,76.39312049735841,86722,1877.867064209713,14798.16065617622
2025-03-26 00:41:52.000682,68.09263901033302,74622.92287546289,33.104424689208344,69996,2254.1676400070196,36635.66725891383
2025-03-27 00:41:52.000682,20.30319851312442,35569.417095702214,41.855847848564444,74688,849.8075878045356,11458.988743597285
