timestamp,current_sqrt_price,lower_sqrt_price,upper_sqrt_price,current_tick,lower_tick,upper_tick,delta_x,delta_y,liquidity_provided,computed_delta_x,computed_delta_y
2025-01-05 00:41:52.000682,94.48187485609992,92.59223735897793,96.37151235322192,90972,90568,91368,3.3518520879251543,449.0857769030628,1.8829135730800673e+31,3.9076144539037407e+27,3.558024091532052e+31
2025-01-06 00:41:52.000682,127.7087568083485,125.15458167218152,130.26293194451546,96999,96595,97395,3.787102758699794,991.8007483063697,3.0764746612680627e+31,4.723484440805392e+27,7.857855086858604e+31
2025-01-07 00:41:52.000682,35.67075649751176,34.957341367561526,36.384171627461996,71490,71086,71886,0.24711972498982063,223.59382574450882,2.4831163819735322e+31,1.3649431996958413e+28,1.7714927963272046e+31
2025-01-08 00:41:52.000682,58.319319055181225,57.1529326740776,59.48570543628485,81322,80918,81718,1.968277529788197,770.3411930186862,5.232632875408571e+31,1.759290853838242e+28,6.1032717231916745e+31
2025-01-09 00:41:52.000682,69.58095831224398,68.1893391459991,70.97257747848886,84854,84449,85250,2.3652575895173635,401.2446732350665,2.284380594213285e+31,6.437361232669505e+27,3.178987817905074e+31
2025-01-10 00:41:52.000682,38.39026224628373,37.62245700135806,39.15806749120941,72959,72555,73355,0.8397515851853901,265.06120959831594,2.7351092909394906e+31,1.3969582597780126e+28,2.1000312590282858e+31
2025-01-11 00:41:52.000682,42.43259921011425,41.58394722591196,43.28125119431653,74962,74558,75358,0.853552982335618,563.5311323884521,5.260994726912407e+31,2.4310733085291442e+28,4.464753613871969e+31
2025-01-12 00:41:52.000682,80.99469578028479,79.37480186467909,82.61458969589049,87892,87487,88288,3.272037603917116,382.4314487518718,1.8704521746999406e+31,4.528140081758438e+27,3.0299340972278853e+31
2025-01-13 00:41:52.000682,49.11690911663401,48.13457093430133,50.099247298966695,77887,77483,78284,4.106443766121524,791.398530600657,6.382837654450884e+31,2.5480772660560694e+28,6.270105139597885e+31
2025-01-14 00:41:52.000682,56.821257848752225,55.68483269177718,57.95768300572727,80802,80398,81198,0.5309092980115023,376.8102328217148,2.6270082266132207e+31,9.065263103611725e+27,2.9853982363036603e+31
2025-01-15 00:41:52.000682,34.32206157984263,33.63562034824578,35.008502811439485,70719,70315,71115,4.918800431806068,654.1982814251917,7.550672274847833e+31,4.313621930944471e+28,5.183092775730752e+31
2025-01-16 00:41:52.000682,59.34248691683143,58.1556371784948,60.529336655168066,81670,81266,82066,3.015410018051363,214.71170425134835,1.4333081306469055e+31,4.7359122364495087e+27,1.7011213798140488e+31
2025-01-17 00:41:52.000682,21.484274546970827,21.05458905603141,21.913960037910243,61349,60945,61745,2.8797169706556276,197.92722344841982,3.649508898027819e+31,3.3307616621681505e+28,1.5681410225368517e+31
2025-01-18 00:41:52.000682,73.28987120873808,71.82407378456331,74.75566863291284,85892,85488,86288,3.835794392794871,237.53811394453578,1.2839228657755953e+31,3.434984635293127e+27,1.8819708294929523e+31
2025-01-19 00:41:52.000682,58.588064486344535,57.41630319661764,59.75982577607143,81414,81010,81810,2.3893953487138266,898.8050092371983,6.077233474496912e+31,2.033885941123454e+28,7.121066934047961e+31
2025-01-20 00:41:52.000682,86.87383456808412,85.13635787672244,88.6113112594458,89293,88889,89689,3.9595210916610997,979.7935477862776,4.467814896187273e+31,1.0084073540241175e+28,7.762724243443882e+31
2025-01-21 00:41:52.000682,39.466841575955904,38.67750474443679,40.25617840747502,73512,73108,73908,3.385450512103489,106.00040090974474,1.0639585858031826e+31,5.285939340956499e+27,8.39821698985443e+30
2025-01-22 00:41:52.000682,94.37872810352732,92.49115354145677,96.26630266559788,90950,90546,91346,3.0700476007029938,220.83011153625355,9.269018727210124e+30,1.9257036928920251e+27,1.7495963964837416e+31
2025-01-23 00:41:52.000682,30.0498990210304,29.44890104060979,30.650897001451007,68060,67656,68456,0.6722436368911511,742.9732142450815,8.162430132588898e+31,5.326062811279222e+28,4.905604025010246e+31
2025-01-24 00:41:52.000682,58.83402247015226,57.65734202074922,60.01070291955531,81498,81094,81894,1.5419575745417717,958.5351990435182,6.454002236885141e+31,2.1509503881455148e+28,7.594298252546258e+31
2025-01-25 00:41:52.000682,26.066954127799384,25.545615045243395,26.588293210355374,65216,64812,65612,3.5953438961335364,696.6951575347679,1.0587711340083072e+32,7.964190297073682e+28,5.519787716406558e+31
2025-01-26 00:41:52.000682,65.61738950300968,64.30504171294947,66.92973729306988,83680,83276,84077,1.2463657915006832,784.978074930216,4.739015904301754e+31,1.4161166907172292e+28,6.2192370490705535e+31
2025-01-27 00:41:52.000682,25.531046602556764,25.020425670505627,26.0416675346079,64801,64397,65197,2.3097517430016783,923.455791575823,1.4328379613388223e+32,1.1004195176323976e+29,7.316370552970792e+31
2025-01-28 00:41:52.000682,64.81798533120596,63.52162562458184,66.11434503783008,83435,83031,83831,2.8348026031529785,587.0646930359114,3.587897453813871e+31,1.085361263659467e+28,4.65120569062359e+31
2025-01-29 00:41:52.000682,36.94380775687036,36.20493160173296,37.68268391200777,72191,71787,72587,4.277180892599616,292.29605354969544,3.134230151006403e+31,1.6634856255595184e+28,2.315807923291338e+31
2025-01-30 00:41:52.000682,27.963078667557735,27.40381709420658,28.52234024090889,66621,66216,67017,3.2994183387860283,458.01274442497805,6.488467986718237e+31,4.549744468311182e+28,3.628750814890638e+31
2025-01-31 00:41:52.000682,35.14778965945209,34.444833866263046,35.85074545264113,71194,70790,71590,0.8500817845405229,782.6171306728069,8.82065669223637e+31,4.9207661268234755e+28,6.20053172153924e+31
2025-02-01 00:41:52.000682,36.66272156140857,35.92946713018039,37.39597599263674,72038,71634,72434,3.945404904502954,547.0364489474432,5.910730413976491e+31,3.16115852419006e+28,4.33406926784341e+31
2025-02-02 00:41:52.000682,52.36719090327174,51.319847085206305,53.414534721337176,79169,78765,79565,0.9277941290606753,382.61489686066716,2.8943575840117755e+31,1.0837340806623505e+28,3.0313875228855426e+31
2025-02-03 00:41:52.000682,45.207130038545245,44.30298743777434,46.11127263931615,76228,75824,76624,4.940379014511099,621.3182480606912,5.44448443071466e+31,2.3614548543483427e+28,4.9225903130430445e+31
2025-02-04 00:41:52.000682,48.01134584673615,47.051118929801426,48.97157276367087,77432,77028,77828,0.4678882438289067,657.9845383237398,5.429019434343807e+31,2.2172126104846174e+28,5.213090593418645e+31
2025-02-05 00:41:52.000682,40.52272415497204,39.7122696718726,41.33317863807148,74040,73636,74437,1.2403011932000951,761.1892590629726,7.4412107747886945e+31,3.600599334470102e+28,6.030762632115365e+31
2025-02-06 00:41:52.000682,33.32247049174509,32.65602108191018,33.98891990157999,70128,69724,70524,1.0158566346471887,760.917878971257,9.04586672078807e+31,5.322832703705656e+28,6.028612537514407e+31
2025-02-07 00:41:52.000682,30.130535212782828,29.52792450852717,30.733145917038485,68114,67710,68510,4.772529495375536,990.6964614678772,1.3025168603407991e+32,8.476300238555681e+28,7.849106025148359e+31
2025-02-08 00:41:52.000682,55.46856749774557,54.359196147790655,56.57793884770048,80320,79916,80716,2.7367887165404947,212.6248892824222,1.5185067906548935e+31,5.367840616260316e+27,1.6845879282645208e+31
2025-02-09 00:41:52.000682,109.185896809528,107.00217887333744,111.36961474571856,93865,93461,94261,2.97735466167988,160.60835801218735,5.827082737588648e+30,1.046440315142181e+27,1.2724705089738728e+31
2025-02-10 00:41:52.000682,45.49015136267774,44.58034833542419,46.399954389931295,76353,75949,76749,2.1011037121983502,809.0110673859467,7.045092003725466e+31,3.0366805727956577e+28,6.409646032269224e+31
2025-02-11 00:41:52.000682,43.711691070269275,42.83745724886389,44.58592489167466,75556,75152,75952,3.0224569034129645,843.6729324625751,7.6458556698912995e+31,3.4297171981819566e+28,6.684265620203086e+31
2025-02-12 00:41:52.000682,40.67576544372973,39.86225013485514,41.48928075260432,74116,73712,74512,2.2577085781957016,623.7860644837534,6.075045318989905e+31,2.928489098287659e+28,4.942142369105219e+31
2025-02-13 00:41:52.000682,36.43207083452876,35.70342941783818,37.16071225121934,71912,71508,72308,4.391220262812681,695.7502119427394,7.565176724581042e+31,4.071599421150946e+28,5.512301086113321e+31
2025-02-14 00:41:52.000682,91.11993585317535,89.29753713611184,92.94233457023886,90248,89843,90644,4.59844288623753,818.8165504062875,3.5597770190209126e+31,7.660184210954374e+27,6.487333072495867e+31
2025-02-15 00:41:52.000682,86.8993853116353,85.1613976054026,88.637373017868,89299,88895,89695,0.6672233993586215,784.017182823095,3.5740322300281595e+31,8.064391144145657e+27,6.211624077468387e+31
2025-02-16 00:41:52.000682,43.68425142675849,42.81056639822332,44.557936455293664,75543,75139,75939,2.7665228418245515,230.85368782926767,2.0934447654459477e+31,9.396506804332677e+27,1.8290113496354466e+31
2025-02-17 00:41:52.000682,53.09660829681581,52.03467613087949,54.15854046275213,79446,79042,79842,4.44482384769711,173.2809502644347,1.292806803349062e+31,4.7741567342945734e+27,1.3728731288176788e+31
2025-02-18 00:41:52.000682,63.15701313157492,61.89387286894342,64.42015339420642,82916,82512,83312,2.5180860642759666,663.5706560825836,4.162125563971931e+31,1.2921812025198505e+28,5.257348377980795e+31
2025-02-19 00:41:52.000682,62.24885485171808,61.003877754683714,63.493831948752444,82626,82222,83023,1.9171950552385129,673.9887738670122,4.28914654220755e+31,1.351043529919393e+28,5.33988921087254e+31
2025-02-20 00:41:52.000682,76.39171153353986,74.86387730286906,77.91954576421067,86721,86317,87117,0.5657817860131485,615.0219973741323,3.1892898967456223e+31,8.186110084359646e+27,4.872706275780521e+31
2025-02-21 00:41:52.000682,62.226959732828035,60.982420538171475,63.471498927484596,82619,82215,83015,1.4534868257734785,515.709628830726,3.283040538907813e+31,1.034492833597217e+28,4.08587262831717e+31
2025-02-22 00:41:52.000682,30.9214903898581,30.303060582060937,31.539920197655263,68632,68228,69028,0.8415561131118612,118.17535001370149,1.5139658079250427e+31,9.600314765777986e+27,9.362815836065612e+30
2025-02-23 00:41:52.000682,30.429791181712112,29.82119535807787,31.038387005346355,68311,67907,68707,2.7143699120616454,230.4591148900647,3.0001606153605264e+31,1.9331936384733862e+28,1.8258852207403563e+31
2025-02-24 00:41:52.000682,79.89466063161909,78.2967674189867,81.49255384425147,87618,87214,88014,4.927119806288857,485.6205092501817,2.4078468024624373e+31,5.90936641171982e+27,3.847482062713321e+31
2025-02-25 00:41:52.000682,40.74928044313978,39.93429483427698,41.56426605200258,74152,73748,74548,1.3411737187925568,776.0932931249519,7.5447277700686075e+31,3.6303914331744232e+28,6.1488445553934275e+31
2025-02-26 00:41:52.000682,40.736377302182476,39.92164975613883,41.551104848226124,74146,73742,74542,4.917882229099257,536.5921461827867,5.218089159755753e+31,2.5116488135831205e+28,4.251320976164771e+31
2025-02-27 00:41:52.000682,42.75776701486402,41.90261167456674,43.6129223551613,75114,74710,75510,1.0789917363528327,144.8794957837775,1.342274987483734e+31,6.155400349249395e+27,1.1478536236941798e+31
2025-02-28 00:41:52.000682,57.65347378847219,56.50040431270275,58.80654326424163,81093,80688,81489,3.469255883912657,106.16542075635188,7.29469592755168e+30,2.4809130149934653e+27,8.411291209079499e+30
2025-03-01 00:41:52.000682,51.60932846751232,50.577141898162076,52.641515036862565,78877,78473,79274,1.0762104350241508,384.3095863576269,2.949868102129899e+31,1.1207382994445465e+28,3.044814236373177e+31
2025-03-02 00:41:52.000682,45.72923208107438,44.81464743945289,46.64381672269587,76458,76054,76854,0.8448050800875269,919.2298450523482,7.9630564780367905e+31,3.414410328116286e+28,7.282889155176947e+31
2025-03-03 00:41:52.000682,50.574783203127865,49.56328753906531,51.58627886719042,78472,78068,78869,3.318757138789347,222.5007548519419,1.7427979764296731e+31,6.756827647586411e+27,1.7628325964956143e+31
2025-03-04 00:41:52.000682,33.21741248340504,32.55306423373694,33.88176073307314,70064,69660,70461,0.8391264545503901,860.8483300849568,1.0266216766609596e+32,6.060025538512468e+28,6.820343139610403e+31
2025-03-05 00:41:52.000682,85.22571548520627,83.52120117550214,86.93022979491039,88910,88506,89306,0.42204940919052925,862.8497148677974,4.010643797223331e+31,9.22727066679891e+27,6.83619974349325e+31
2025-03-06 00:41:52.000682,32.38193101572971,31.734292395415117,33.02956963604431,69555,69151,69951,3.3863330359305794,789.2017595320352,9.654613437100852e+31,5.846042527036158e+28,6.252700526074745e+31
2025-03-07 00:41:52.000682,42.1684912255614,41.32512140105017,43.011861050072625,74837,74433,75233,0.5019487125879772,191.55936044210938,1.7995540863738744e+31,8.367710870631284e+27,1.5176896140235981e+31
2025-03-08 00:41:52.000682,31.47849947266128,30.848929483208053,32.10806946211451,68989,68585,69385,4.075910569265716,214.83209998369153,2.703552077755627e+31,1.6840327824415935e+28,1.7020752530788598e+31
2025-03-09 00:41:52.000682,69.00334822383287,67.62328125935622,70.38341518830953,84687,84283,85083,2.776218249508017,551.2755381168015,3.164813668343941e+31,8.993066505444594e+27,4.367654792405647e+31
2025-03-10 00:41:52.000682,63.03373054981834,61.77305593882197,64.2944051608147,82877,82473,83273,2.167529115151482,999.3160558807431,6.280286299718403e+31,1.9536027385306722e+28,7.9173974878433175e+31
2025-03-11 00:41:52.000682,45.9092765120713,44.99109098182988,46.827462042312725,76537,76133,76933,1.19988654730221,887.7567349880811,7.660253026888231e+31,3.271692589261616e+28,7.033533487276839e+31
2025-03-12 00:41:52.000682,27.548900574610425,26.997922563118216,28.099878586102633,66322,65918,66718,4.604012399869351,794.1674563967083,1.141977120439553e+32,8.127986154391011e+28,6.292042829893834e+31
2025-03-13 00:41:52.000682,28.95316578270571,28.374102467051596,29.532229098359824,67316,66912,67713,1.001160618762632,390.14783166603337,5.338051120870504e+31,3.6150682043618377e+28,3.0910695811824342e+31
2025-03-14 00:41:52.000682,46.642970153112564,45.71011075005031,47.57582955617482,76854,76450,77250,2.402003438072042,656.0080342075898,5.571505306614099e+31,2.342157922873669e+28,5.197431114486201e+31
2025-03-15 00:41:52.000682,56.69318797672961,55.55932421719502,57.8270517362642,80757,80353,81153,1.0023403180367039,711.7228781581147,4.973127977824816e+31,1.720000528647422e+28,5.6388495855831065e+31
2025-03-16 00:41:52.000682,50.96456956778379,49.94527817642811,51.98386095913947,78626,78222,79022,4.50386549822706,656.3789764396432,5.101946377388757e+31,1.9628962848292565e+28,5.200370021630654e+31
2025-03-17 00:41:52.000682,45.643016116875266,44.73015579453776,46.555876439212774,76420,76016,76816,2.573605549344592,379.17875004937,3.2909345379303206e+31,1.4137568829693276e+28,3.0041635630867105e+31
2025-03-18 00:41:52.000682,41.97065134932116,41.13123832233474,42.81006437630758,74743,74339,75139,0.49834297303258457,293.8088331557363,2.7731204106945107e+31,1.295546012880669e+28,2.327793398138905e+31
2025-03-19 00:41:52.000682,23.79162839555413,23.315795827643047,24.267460963465215,63389,62985,63785,2.9736505513557256,956.0483676798016,1.591861519243186e+32,1.311930837461526e+29,7.574595544603246e+31
2025-03-20 00:41:52.000682,41.62728518899477,40.794739485214876,42.45983089277466,74578,74174,74974,1.5354085537140807,595.2799774756303,5.664906873316318e+31,2.6683605441680127e+28,4.716293879692685e+31
2025-03-21 00:41:52.000682,52.16413251997486,51.12084986957536,53.207415170374354,79091,78687,79487,3.613182024988306,530.1210658815897,4.0258043152369722e+31,1.5132493478008768e+28,4.200051795990162e+31
2025-03-22 00:41:52.000682,47.12572328605083,46.18320882032981,48.068237751771846,77060,76656,77456,0.13170353573267143,363.856942742766,2.5078711700184633e+31,1.0434629132731313e+28,2.363704855907097e+31
2025-03-23 00:41:52.000682,31.775159899810664,31.13965670181445,32.410663097806875,69177,68773,69573,2.2097595141138893,544.6490455923459,6.790137836204306e+31,4.190064125324084e+28,4.315154309742935e+31
2025-03-24 00:41:52.000682,95.40406982235122,93.49598842590419,97.31215121879825,91166,90762,91563,0.8501856681017254,500.9541359269644,2.0800829444340848e+31,4.2750733970667214e+27,3.9689675693414402e+31
2025-03-25 00:41:52.000682,76.39312049735841,74.86525808741123,77.92098290730559,86722,86318,87118,1.8964113827732973,437.34599197085356,2.2678821797852155e+31,5.820979395198564e+27,3.465011932682893e+31
2025-03-26 00:41:52.000682,33.104424689208344,32.442336195424176,33.76651318299251,69996,69592,70392,1.8459234558555904,923.4901782763138,1.1050853565906254e+32,6.545451409814122e+28,7.316642992480274e+31
2025-03-27 00:41:52.000682,41.855847848564444,41.01873089159316,42.69296480553573,74688,74284,75084,3.646803551156572,199.76942565170222,1.8906993089923995e+31,8.857193767659061e+27,1.582736452091431e+31
